City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Nikolskoye,RU,2021-09-26 14:25:07,59.7035,30.7861,52.88,78,51,8.43
276,Bonfim,BR,2021-09-26 14:25:07,3.0833,-59.95,87.19,57,27,3.33
277,Turukhansk,RU,2021-09-26 14:25:08,65.8167,87.9833,36.25,84,7,8.12
278,Seoul,KR,2021-09-26 14:20:12,37.5683,126.9778,71.17,60,0,9.22
279,Korla,CN,2021-09-26 14:25:08,41.7597,86.1469,68.25,22,0,6.62
280,Bellefontaine,US,2021-09-26 14:22:50,40.3612,-83.7597,63.25,62,1,5.01
281,Grosse Pointe Park,US,2021-09-26 14:25:09,42.3759,-82.9374,61.25,70,1,1.99
282,Hami,CN,2021-09-26 14:25:09,42.8,93.45,66.49,18,1,7.38
283,Los Llanos De Aridane,ES,2021-09-26 14:25:09,28.6585,-17.9182,74.95,79,40,8.05
284,Batticaloa,LK,2021-09-26 14:25:10,7.7102,81.6924,84.15,72,93,4.81
285,Arraial Do Cabo,BR,2021-09-26 14:25:10,-22.9661,-42.0278,80.56,65,0,13.8
286,Komatipoort,ZA,2021-09-26 14:25:11,-25.4332,31.9548,96.04,15,0,7.63
287,Tygda,RU,2021-09-26 14:25:11,53.1167,126.3333,54.41,83,100,10.76
288,Voyvozh,RU,2021-09-26 14:25:11,62.892,54.9635,40.6,71,100,11.05
289,Innisfail,AU,2021-09-26 14:25:12,-17.5333,146.0333,67.86,88,33,3.36
290,Ilongero,TZ,2021-09-26 14:25:12,-4.6667,34.8667,76.23,34,100,9.4
291,Kiruna,SE,2021-09-26 14:25:13,67.8557,20.2251,45.52,76,90,14.97
292,Vestmannaeyjar,IS,2021-09-26 14:25:13,63.4427,-20.2734,43.79,81,90,8.05
293,Ukiah,US,2021-09-26 14:25:13,39.1502,-123.2078,56.64,85,90,4.61
294,Atasu,KZ,2021-09-26 14:25:14,48.6814,71.6433,59.63,13,94,11.12
295,Tianpeng,CN,2021-09-26 14:25:14,30.9866,103.9393,70.63,92,100,3.38
296,Pisco,PE,2021-09-26 14:23:59,-13.7,-76.2167,62.65,82,90,3.44
297,Port Lincoln,AU,2021-09-26 14:25:15,-34.7333,135.8667,56.5,78,95,13.69
298,Portland,US,2021-09-26 14:23:13,45.5234,-122.6762,59.74,82,90,1.01
299,Marathon,US,2021-09-26 14:25:15,44.9,-89.7668,56.88,77,1,10.36
300,Mayo,US,2021-09-26 14:25:16,38.8876,-76.5119,69.42,64,1,7.0
301,Warrnambool,AU,2021-09-26 14:25:16,-38.3833,142.4833,46.81,82,2,11.12
302,Kaupanger,NO,2021-09-26 14:25:16,61.1845,7.2404,61.29,62,0,8.05
303,Bubaque,GW,2021-09-26 14:25:17,11.2833,-15.8333,83.08,73,83,4.81
304,Ryotsu,JP,2021-09-26 14:25:17,38.0833,138.4333,66.45,79,29,7.31
305,Viedma,AR,2021-09-26 14:23:30,-40.8135,-62.9967,54.37,44,6,21.07
306,Acapulco,MX,2021-09-26 14:22:58,16.8634,-99.8901,79.68,82,100,4.41
307,Bairiki,KI,2021-09-26 14:25:18,1.3292,172.9752,82.4,74,20,12.66
308,Quatre Cocos,MU,2021-09-26 14:25:18,-20.2078,57.7625,71.71,80,17,15.08
309,Tambopata,PE,2021-09-26 14:25:19,-12.7333,-69.1833,85.89,66,0,5.75
310,Kaeo,NZ,2021-09-26 14:25:19,-35.1,173.7833,54.32,89,92,4.27
311,Panalipan,PH,2021-09-26 14:25:19,10.6483,124.0217,79.86,85,69,2.26
312,Inzer,RU,2021-09-26 14:25:20,54.2167,57.5556,50.34,63,100,9.1
313,Matagami,CA,2021-09-26 14:25:20,49.7502,-77.6328,44.71,100,90,8.05
314,Bukoba,TZ,2021-09-26 14:25:20,-1.3317,31.8122,76.24,55,20,6.91
315,Elko,US,2021-09-26 14:25:21,41.0002,-115.5012,41.02,24,3,5.77
316,Te Anau,NZ,2021-09-26 14:25:21,-45.4167,167.7167,32.22,90,42,1.45
317,Shaoguan,CN,2021-09-26 14:25:22,24.8,113.5833,82.04,70,83,1.63
318,Huntsville,US,2021-09-26 14:22:41,34.7304,-86.5861,70.25,83,1,1.01
319,Kalmunai,LK,2021-09-26 14:25:22,7.4167,81.8167,84.22,72,98,6.53
320,Karachi,PK,2021-09-26 14:25:22,24.9056,67.0822,87.62,70,40,8.05
321,Komsomolskiy,UZ,2021-09-26 14:25:23,40.4272,71.7189,79.52,22,0,0.0
322,Praia,CV,2021-09-26 14:25:23,14.9215,-23.5087,86.54,58,20,19.57
323,Tungor,RU,2021-09-26 14:25:24,53.3808,142.9564,43.3,81,3,8.48
324,Skjervoy,NO,2021-09-26 14:25:24,70.0311,20.9714,48.38,68,100,11.03
325,Tilichiki,RU,2021-09-26 14:25:24,60.4667,166.1,40.78,90,100,4.79
326,Bilma,NE,2021-09-26 14:25:25,18.6853,12.9164,98.82,12,0,8.55
327,Pevek,RU,2021-09-26 14:25:25,69.7008,170.3133,30.85,93,100,13.44
328,Kropotkin,RU,2021-09-26 14:25:25,45.4375,40.5756,63.68,64,84,24.16
329,La Palma,US,2021-09-26 14:25:26,33.8464,-118.0467,67.96,85,90,1.99
330,Naze,JP,2021-09-26 14:25:26,28.3667,129.4833,77.68,84,28,12.12
331,Chumikan,RU,2021-09-26 14:25:27,54.7183,135.315,49.44,76,83,4.47
332,Beringovskiy,RU,2021-09-26 14:25:27,63.05,179.3167,35.92,60,70,5.88
333,Caibarien,CU,2021-09-26 14:25:27,22.5206,-79.4669,85.32,80,30,1.41
334,Marawi,PH,2021-09-26 14:25:28,7.9986,124.2928,67.64,90,100,3.22
335,Caravelas,BR,2021-09-26 14:25:28,-17.7125,-39.2481,80.78,51,100,9.37
336,Marzuq,YE,2021-09-26 14:25:28,14.4,46.4667,91.26,13,8,13.44
337,Zyryanka,RU,2021-09-26 14:25:29,65.75,150.85,34.5,78,100,7.4
338,Margate,GB,2021-09-26 14:25:29,51.3813,1.3862,71.46,92,100,13.76
339,San Cristobal,VE,2021-09-26 14:25:30,7.7669,-72.225,82.58,54,30,5.97
340,Koygorodok,RU,2021-09-26 14:25:30,60.445,50.9968,43.48,93,100,8.9
341,Madison,US,2021-09-26 14:23:18,34.7334,-86.5667,69.82,82,1,1.01
342,Fenoarivo,MG,2021-09-26 14:25:31,-18.933,47.4354,69.87,43,40,11.5
343,Klaksvik,FO,2021-09-26 14:25:31,62.2266,-6.589,52.72,95,100,25.57
344,Weymouth,US,2021-09-26 14:25:31,42.2209,-70.9398,69.85,89,40,3.0
345,Inirida,CO,2021-09-26 14:25:32,3.8653,-67.9239,85.86,63,17,1.07
346,Tahta,EG,2021-09-26 14:25:32,26.7693,31.5021,91.72,20,4,15.23
347,Canyon,US,2021-09-26 14:25:32,34.9803,-101.9188,67.66,49,88,12.77
348,Tiarei,PF,2021-09-26 14:25:33,-17.5333,-149.3333,77.02,81,15,13.53
349,Mount Pleasant,US,2021-09-26 14:25:34,32.7941,-79.8626,77.0,71,1,1.99
350,Uitenhage,ZA,2021-09-26 14:25:34,-33.7576,25.3971,67.59,59,10,12.59
351,Faanui,PF,2021-09-26 14:25:34,-16.4833,-151.75,78.35,78,1,12.73
352,Urubicha,BO,2021-09-26 14:25:35,-15.3833,-62.95,93.38,30,64,6.24
353,Crestview,US,2021-09-26 14:23:48,30.7621,-86.5705,75.83,72,1,1.99
354,Shitkino,RU,2021-09-26 14:25:35,56.3703,98.3543,34.57,69,35,4.32
355,Dingle,PH,2021-09-26 14:25:36,10.9995,122.6711,77.74,89,87,1.72
356,Rudesheim,DE,2021-09-26 14:25:36,49.85,7.8167,71.31,88,72,9.51
357,Magadan,RU,2021-09-26 14:25:37,59.5667,150.8,43.34,74,100,11.65
358,Port Hardy,CA,2021-09-26 14:25:37,50.6996,-127.4199,55.4,94,75,8.05
359,Ngunguru,NZ,2021-09-26 14:25:37,-35.6167,174.5,54.16,85,90,7.38
360,Sistranda,NO,2021-09-26 14:25:38,63.7256,8.834,57.16,81,93,8.79
361,Phalodi,IN,2021-09-26 14:25:38,27.1333,72.3667,92.8,42,41,12.62
362,Kristiansund,NO,2021-09-26 14:25:39,63.1115,7.732,61.45,67,0,6.91
363,Huarmey,PE,2021-09-26 14:25:39,-10.0681,-78.1522,65.43,81,87,6.85
364,Taywarah,AF,2021-09-26 14:25:39,33.35,64.4167,61.83,10,0,5.53
365,Benghazi,LY,2021-09-26 14:25:40,32.1167,20.0667,78.21,56,0,16.04
366,Garowe,SO,2021-09-26 14:25:40,8.4054,48.4845,95.02,25,55,10.69
367,Sao Felix Do Xingu,BR,2021-09-26 14:25:41,-6.6447,-51.995,97.43,33,14,2.37
368,Denpasar,ID,2021-09-26 14:23:17,-8.65,115.2167,80.26,83,20,13.8
369,Emba,KZ,2021-09-26 14:25:41,48.8264,58.1442,60.73,37,100,16.4
370,Thunder Bay,CA,2021-09-26 14:21:31,48.4001,-89.3168,60.57,88,40,5.75
371,Torbay,CA,2021-09-26 14:25:42,47.6666,-52.7314,60.89,70,75,13.8
372,Tabou,CI,2021-09-26 14:25:42,4.423,-7.3528,73.99,96,100,6.69
373,Eyl,SO,2021-09-26 14:25:42,7.9803,49.8164,83.39,65,75,26.93
374,Diffa,NE,2021-09-26 14:25:43,13.3154,12.6113,101.23,11,5,7.56
375,Clyde River,CA,2021-09-26 14:25:43,70.4692,-68.5914,27.91,83,20,6.4
376,Hargeysa,SO,2021-09-26 14:25:43,9.56,44.065,84.94,28,93,7.11
377,Goksun,TR,2021-09-26 14:25:44,38.021,36.4973,76.15,14,0,5.75
378,Ciudad Guayana,VE,2021-09-26 14:25:45,8.3533,-62.6528,86.52,74,2,2.24
379,Kabalo,CD,2021-09-26 14:25:45,-6.05,26.9167,81.21,51,100,8.12
380,Natchez,US,2021-09-26 14:25:46,31.5604,-91.4032,68.9,80,1,0.0
381,Maroua,CM,2021-09-26 14:25:46,10.591,14.3159,93.42,52,20,3.44
382,Coquimbo,CL,2021-09-26 14:25:46,-29.9533,-71.3436,60.53,72,0,9.22
383,Luderitz,NA,2021-09-26 14:25:47,-26.6481,15.1594,69.31,60,0,12.97
384,Adeje,ES,2021-09-26 14:25:47,28.1227,-16.726,80.17,60,20,1.99
385,Yarada,IN,2021-09-26 14:25:47,17.65,83.2667,79.12,100,90,10.36
386,Grindavik,IS,2021-09-26 14:25:48,63.8424,-22.4338,44.55,81,90,27.63
387,Yerbogachen,RU,2021-09-26 14:25:48,61.2767,108.0108,37.02,70,100,14.56
388,Rocha,UY,2021-09-26 14:25:48,-34.4833,-54.3333,68.45,62,0,3.29
389,Jamame,SO,2021-09-26 14:25:49,0.0722,42.7506,81.81,59,0,15.59
390,Batemans Bay,AU,2021-09-26 14:25:16,-35.7167,150.1833,45.91,75,94,4.0
391,Limbang,MY,2021-09-26 14:25:49,4.75,115.0,80.91,92,100,0.83
392,Tocopilla,CL,2021-09-26 14:25:50,-22.092,-70.1979,66.61,62,14,4.59
393,Aguimes,ES,2021-09-26 14:25:50,27.9054,-15.4461,78.66,70,20,17.27
394,Khandagayty,RU,2021-09-26 14:25:50,50.7333,92.05,38.48,53,85,5.77
395,Arlit,NE,2021-09-26 14:25:51,18.7369,7.3853,102.27,9,5,13.76
396,Jejuri,IN,2021-09-26 14:25:51,18.2833,74.1667,74.19,83,100,8.57
397,Sicamous,CA,2021-09-26 14:25:51,50.8331,-118.9856,57.09,82,92,2.89
398,Pimenta Bueno,BR,2021-09-26 14:25:40,-11.6725,-61.1936,93.56,39,54,4.94
399,Kavaratti,IN,2021-09-26 14:25:52,10.5669,72.642,82.22,79,82,20.45
400,Tayginka,RU,2021-09-26 14:25:52,55.6244,60.5076,45.16,87,100,10.45
401,Severo-Yeniseyskiy,RU,2021-09-26 14:25:53,60.3725,93.0408,33.53,97,100,6.71
402,Labuhan,ID,2021-09-26 14:25:53,-6.8844,112.2051,80.29,79,42,7.0
403,Jalu,LY,2021-09-26 14:25:54,29.0331,21.5482,86.22,24,0,11.03
404,Zhicheng,CN,2021-09-26 14:25:54,30.2956,111.5047,72.64,82,0,4.99
405,Honiara,SB,2021-09-26 14:21:27,-9.4333,159.95,77.7,89,32,4.32
406,Zandvoort,NL,2021-09-26 14:25:54,52.3749,4.5341,74.91,67,20,11.5
407,Lanxi,CN,2021-09-26 14:25:55,29.2195,119.477,75.33,73,100,3.87
408,Seymchan,RU,2021-09-26 14:25:55,62.8833,152.4333,30.99,75,68,5.12
409,Oussouye,SN,2021-09-26 14:25:56,12.485,-16.5469,91.58,57,99,1.28
410,Luanda,AO,2021-09-26 14:22:49,-8.8368,13.2343,76.69,73,57,12.71
411,Balkany,HU,2021-09-26 14:25:56,47.7707,21.8631,78.4,41,36,1.43
412,Cururupu,BR,2021-09-26 14:25:57,-1.8283,-44.8683,85.64,60,85,9.15
413,Mayumba,GA,2021-09-26 14:25:57,-3.432,10.6554,78.49,79,89,9.66
414,Coari,BR,2021-09-26 14:25:57,-4.085,-63.1414,90.0,51,34,2.3
415,Chambas,CU,2021-09-26 14:25:58,22.1928,-78.9136,85.62,79,19,1.48
416,Saint-Pierre,RE,2021-09-26 14:25:58,-21.3393,55.4781,73.29,74,0,21.85
417,Dukhovnitskoye,RU,2021-09-26 14:25:59,52.4828,48.2137,55.47,75,100,7.4
418,Uba,BR,2021-09-26 14:25:59,-21.12,-42.9428,83.86,10,14,3.0
419,Voznesenye,RU,2021-09-26 14:25:59,61.0106,35.4781,49.55,90,100,7.96
420,Fevik,NO,2021-09-26 14:26:00,58.3794,8.6766,58.77,71,90,8.21
421,Usakos,NA,2021-09-26 14:26:00,-22.0,15.6,97.81,10,0,18.66
422,Merauke,ID,2021-09-26 14:26:00,-8.4667,140.3333,77.36,89,100,12.3
423,Krasnyy Yar,RU,2021-09-26 14:26:01,46.5331,48.3456,62.53,51,100,17.2
424,Adrar,MR,2021-09-26 14:26:01,20.5022,-10.0711,104.58,11,10,6.15
425,Antalaha,MG,2021-09-26 14:26:02,-14.9003,50.2788,75.42,69,62,13.42
426,Serra Branca,BR,2021-09-26 14:26:02,-6.5333,-38.2667,91.29,31,24,10.96
427,Banda Aceh,ID,2021-09-26 14:26:02,5.5577,95.3222,80.06,79,100,12.84
428,Sept-Iles,CA,2021-09-26 14:25:20,50.2001,-66.3821,56.25,97,90,7.0
429,Haines Junction,CA,2021-09-26 14:26:03,60.7522,-137.5108,26.55,86,100,1.14
430,Masallatah,LY,2021-09-26 14:26:03,32.6167,14.0,82.53,43,14,14.29
431,Kruisfontein,ZA,2021-09-26 14:26:04,-34.0033,24.7314,65.88,67,59,13.02
432,Lyubytino,RU,2021-09-26 14:26:04,58.8122,33.3922,51.21,89,82,8.57
433,Egvekinot,RU,2021-09-26 14:26:04,66.3167,-179.1667,20.05,78,29,5.97
434,Muros,ES,2021-09-26 14:26:05,42.7762,-9.0603,67.86,86,100,13.49
435,Cierna Nad Tisou,SK,2021-09-26 14:26:05,48.417,22.0887,74.82,48,4,1.36
436,Borogontsy,RU,2021-09-26 14:26:06,62.6683,131.1683,39.58,73,100,3.0
437,Grand-Santi,GF,2021-09-26 14:26:06,4.25,-54.3833,90.95,44,45,3.98
438,Coahuayana,MX,2021-09-26 14:26:06,18.7333,-103.6833,80.08,85,99,2.86
439,Dongkan,CN,2021-09-26 14:26:07,33.9997,119.8308,71.82,90,30,8.34
440,Coronado,US,2021-09-26 14:26:07,32.6859,-117.1831,67.48,90,90,4.61
441,Lahij,YE,2021-09-26 14:26:07,13.1667,44.5833,96.73,32,40,10.63
442,Srednekolymsk,RU,2021-09-26 14:26:08,67.45,153.6833,32.72,97,100,17.13
443,Furano,JP,2021-09-26 14:26:08,43.2818,142.4743,47.95,96,88,2.46
444,Mount Gambier,AU,2021-09-26 14:26:09,-37.8333,140.7667,42.71,93,85,5.75
445,Leshukonskoye,RU,2021-09-26 14:26:09,64.8989,45.7622,46.71,96,100,3.98
446,Villazon,BO,2021-09-26 14:26:09,-22.0866,-65.5942,60.01,6,0,9.15
447,Tazovskiy,RU,2021-09-26 14:26:10,67.4667,78.7,34.68,69,6,7.14
448,Boa Vista,BR,2021-09-26 14:25:36,2.8197,-60.6733,84.18,65,20,6.91
449,Las Juntas,MX,2021-09-26 14:26:10,19.4167,-104.7,74.73,90,100,2.95
450,Quemado De Guines,CU,2021-09-26 14:26:11,22.7853,-80.2536,84.42,79,82,4.59
451,Victoria Point,AU,2021-09-26 14:26:11,-27.5833,153.3,64.49,91,100,5.99
452,Cayenne,GF,2021-09-26 14:26:11,4.9333,-52.3333,89.64,73,75,1.99
453,Dunedin,NZ,2021-09-26 14:26:12,-45.8742,170.5036,37.8,83,35,5.46
454,Torbat-E Jam,IR,2021-09-26 14:26:12,35.244,60.6225,79.77,28,0,9.22
455,Ulaangom,MN,2021-09-26 14:26:13,49.9811,92.0667,42.31,49,28,8.59
456,Neiafu,TO,2021-09-26 14:26:13,-18.65,-173.9833,65.08,94,20,0.0
457,Erenhot,CN,2021-09-26 14:26:13,43.6475,111.9767,58.37,28,0,7.05
458,Griffith,US,2021-09-26 14:26:14,41.5284,-87.4237,66.04,53,1,1.99
459,Salalah,OM,2021-09-26 14:26:14,17.0151,54.0924,84.29,89,40,10.36
460,Puerto Leguizamo,CO,2021-09-26 14:26:15,-0.1934,-74.7819,80.2,66,61,0.58
461,San Andres,CO,2021-09-26 14:26:15,12.5847,-81.7006,86.02,79,75,16.11
462,Samarai,PG,2021-09-26 14:26:15,-10.6167,150.6667,79.32,86,70,11.79
463,College,US,2021-09-26 14:24:46,64.8569,-147.8028,31.95,92,90,0.0
464,Mugan,CN,2021-09-26 14:26:16,35.9404,101.3842,54.73,70,100,4.41
465,Holetown,BB,2021-09-26 14:26:16,13.1867,-59.6381,88.36,69,29,8.39
466,Bella Union,UY,2021-09-26 14:26:17,-30.2752,-57.6007,71.78,56,2,6.51
467,Pangnirtung,CA,2021-09-26 14:26:17,66.1451,-65.7125,34.52,60,21,0.98
468,Aleksandrovskoye,RU,2021-09-26 14:26:17,44.7142,43.0008,68.14,59,25,19.01
469,Asasa,ET,2021-09-26 14:26:18,7.1,39.2,59.23,79,81,2.08
470,Alice Springs,AU,2021-09-26 14:24:13,-23.7,133.8833,63.95,17,0,5.75
471,Broken Hill,AU,2021-09-26 14:26:18,-31.95,141.4333,51.51,32,100,0.0
472,Sunel,IN,2021-09-26 14:26:18,24.3667,75.9667,80.08,82,35,5.26
473,Quang Ngai,VN,2021-09-26 14:26:19,15.1167,108.8,76.87,89,6,2.37
474,Amahai,ID,2021-09-26 14:26:19,-3.3333,128.9167,78.84,87,100,5.19
475,Farah,AF,2021-09-26 14:21:43,32.5,62.5,86.4,5,0,5.19
476,Teluk Nibung,ID,2021-09-26 14:26:20,3.001,99.8164,79.23,84,87,2.15
477,Mareeba,AU,2021-09-26 14:26:20,-17.0,145.4333,68.72,94,53,2.53
478,Xuddur,SO,2021-09-26 14:26:21,4.1213,43.8894,88.41,33,95,16.35
479,Porbandar,IN,2021-09-26 14:26:21,21.6422,69.6093,81.52,82,24,6.96
480,Baherden,TM,2021-09-26 14:24:11,38.4362,57.4316,67.96,66,98,18.97
481,Santa Elena,EC,2021-09-26 14:26:21,-2.2333,-80.85,69.35,88,90,8.05
482,Sosnytsya,UA,2021-09-26 14:26:22,51.5239,32.4999,56.59,65,35,14.5
483,Santa Rosa,PH,2021-09-26 14:26:22,14.3122,121.1114,85.1,73,50,3.6
484,Pulandian,CN,2021-09-26 14:26:23,39.3953,121.9669,71.73,89,100,5.21
485,Hofn,IS,2021-09-26 14:26:23,64.2539,-15.2082,42.82,87,90,4.61
486,Jose De Freitas,BR,2021-09-26 14:26:23,-4.7564,-42.5756,92.35,30,9,7.92
487,Kathmandu,NP,2021-09-26 14:22:38,27.7167,85.3167,71.82,88,20,2.3
488,Yumen,CN,2021-09-26 14:26:24,40.2833,97.2,63.0,24,0,7.31
489,Cordoba,AR,2021-09-26 14:23:06,-31.4135,-64.1811,78.42,38,0,10.0
490,Belmopan,BZ,2021-09-26 14:26:24,17.25,-88.7667,85.3,80,100,0.81
491,Sobolevo,RU,2021-09-26 14:26:25,54.4299,31.8996,50.5,79,68,14.41
492,Sibolga,ID,2021-09-26 14:26:25,1.7427,98.7792,77.0,93,100,3.38
493,Guadalupe Victoria,MX,2021-09-26 14:26:25,32.2869,-115.105,77.52,50,7,4.9
494,Zhigansk,RU,2021-09-26 14:26:26,66.7697,123.3711,32.2,81,5,12.48
495,Alappuzha,IN,2021-09-26 14:26:26,9.49,76.3264,80.92,82,100,7.74
496,Tonj,SS,2021-09-26 14:26:26,7.2737,28.6822,83.64,62,37,1.32
497,Santa Marta,CO,2021-09-26 14:21:56,11.2408,-74.199,88.99,67,22,1.01
498,Timra,SE,2021-09-26 14:26:27,62.487,17.3257,56.91,71,90,4.61
499,Ariquemes,BR,2021-09-26 14:26:27,-9.9133,-63.0408,94.39,39,2,4.41
500,Lima,PE,2021-09-26 14:24:46,-12.0432,-77.0282,60.13,82,90,8.05
501,Kavieng,PG,2021-09-26 14:26:28,-2.5744,150.7967,81.66,82,100,11.65
502,Slavutych,UA,2021-09-26 14:26:29,51.5196,30.7343,59.2,58,6,7.0
503,Linhares,BR,2021-09-26 14:26:29,-19.3911,-40.0722,85.57,41,49,6.85
504,Aljezur,PT,2021-09-26 14:26:29,37.3191,-8.8033,73.26,54,100,8.77
505,Sembe,CG,2021-09-26 14:26:30,1.6481,14.5806,85.03,56,65,3.56
506,Hervey Bay,AU,2021-09-26 14:26:30,-25.2986,152.8535,69.03,79,92,15.32
507,Gazanjyk,TM,2021-09-26 14:26:31,39.2446,55.5154,65.12,64,100,6.38
508,Soure,BR,2021-09-26 14:26:31,-0.7167,-48.5233,84.97,67,58,13.6
509,Khandyga,RU,2021-09-26 14:26:31,62.6667,135.6,33.8,93,7,4.16
510,Ushtobe,KZ,2021-09-26 14:26:32,45.2514,77.9838,63.41,17,82,10.11
511,Stephenville,US,2021-09-26 14:26:32,32.2207,-98.2023,73.76,57,1,0.0
512,Aklavik,CA,2021-09-26 14:26:33,68.2191,-135.0107,29.23,80,40,4.61
513,Goderich,CA,2021-09-26 14:26:33,43.7501,-81.7165,60.91,72,50,10.36
514,Peniche,PT,2021-09-26 14:26:33,39.3558,-9.3811,78.62,83,94,9.84
515,Marsh Harbour,BS,2021-09-26 14:26:34,26.5412,-77.0636,80.83,74,100,15.73
516,Port-Gentil,GA,2021-09-26 14:26:34,-0.7193,8.7815,84.16,74,40,17.27
517,Hayden,US,2021-09-26 14:26:34,47.766,-116.7866,58.39,81,1,0.0
518,Camopi,GF,2021-09-26 14:26:35,3.1655,-52.3158,89.71,49,64,4.79
519,San Policarpo,PH,2021-09-26 14:26:35,12.1791,125.5072,79.34,86,44,3.62
520,Fecamp,FR,2021-09-26 14:26:36,49.7579,0.3746,71.46,79,100,10.11
521,Jian,CN,2021-09-26 14:26:36,27.1172,114.9793,85.51,58,5,3.42
522,Parintins,BR,2021-09-26 14:26:36,-2.6283,-56.7358,92.98,44,5,3.27
523,Abhar,IR,2021-09-26 14:26:37,36.1468,49.218,56.66,58,0,9.1
524,Mujiayingzi,CN,2021-09-26 14:26:37,42.1167,118.7833,59.92,85,100,6.08
525,Great Bend,US,2021-09-26 14:26:37,38.3645,-98.7648,72.88,47,1,4.0
526,Camana,PE,2021-09-26 14:26:38,-16.6228,-72.7111,63.52,77,91,7.23
527,Forio,IT,2021-09-26 14:26:38,40.7342,13.8646,83.25,57,100,3.67
528,Laguna,US,2021-09-26 14:26:38,38.421,-121.4238,65.64,85,1,1.01
529,Durgapur,IN,2021-09-26 14:26:39,23.4833,87.3167,81.03,86,96,6.15
530,Bereda,ES,2021-09-26 14:26:39,43.2686,-7.5406,70.41,67,100,7.0
531,Bershet,RU,2021-09-26 14:26:40,57.7309,56.3783,47.46,85,100,15.82
532,Oyem,GA,2021-09-26 14:26:40,1.5995,11.5793,75.81,82,96,1.07
533,Kuala Terengganu,MY,2021-09-26 14:26:40,5.3302,103.1408,84.15,79,20,8.05
534,Okhotsk,RU,2021-09-26 14:26:41,59.3833,143.3,44.44,58,4,10.76
535,Dobson,US,2021-09-26 14:26:41,36.3957,-80.7226,67.42,66,1,3.44
536,Tura,IN,2021-09-26 14:26:41,25.5198,90.2201,76.69,91,74,3.02
537,Tautira,PF,2021-09-26 14:26:42,-17.7333,-149.15,77.02,81,15,15.39
538,Uyuni,BO,2021-09-26 14:26:42,-20.4597,-66.825,53.02,10,0,5.66
539,Asyut,EG,2021-09-26 14:26:43,27.181,31.1837,91.58,22,1,13.91
540,Chubbuck,US,2021-09-26 14:26:43,42.9208,-112.4661,58.46,40,1,7.0
541,Meiktila,MM,2021-09-26 14:26:44,20.8667,95.8667,81.01,75,99,5.68
542,Makakilo City,US,2021-09-26 14:26:44,21.3469,-158.0858,77.32,79,1,5.75
543,Conselheiro Pena,BR,2021-09-26 14:26:44,-19.1722,-41.4722,85.59,40,22,4.92
544,Bayonet Point,US,2021-09-26 14:26:45,28.3267,-82.6834,85.03,77,0,1.01
545,Canico,PT,2021-09-26 14:26:45,32.6333,-16.85,78.01,67,20,1.01
546,Zhanaozen,KZ,2021-09-26 14:26:45,43.3,52.8,61.97,56,66,14.41
547,Dali,CN,2021-09-26 14:26:46,25.7,100.1833,60.96,89,87,2.8
548,Sananduva,BR,2021-09-26 14:26:46,-27.9497,-51.8067,72.37,64,0,4.27
549,Mwinilunga,ZM,2021-09-26 14:26:47,-11.7358,24.4293,90.23,14,94,4.52
550,Chengde,CN,2021-09-26 14:26:47,40.9725,117.9361,61.36,97,100,0.89
551,Athabasca,CA,2021-09-26 14:26:47,54.7169,-113.2854,53.42,89,100,6.69
